event_time;symbol;timeframe;origin;signal_class;direction;signal_entry_price;signal_exit_time;signal_exit_price;signal_move_pts;signal_duration_bars;signal_result;signal_exit_reason;position_exit_time;position_exit_price;position_move_pts;position_duration_bars;position_result;position_exit_reason;executed;skip_reason;block_reason;bre_reason;atr;spread;ema_fast;slow_ma;ma_gap_pts;slow_angle_deg;vline_state;vline_dir;sw_state;sw_score;adx;di_plus;di_minus;sl;tp1;tp2;tp3;tp4;tp5
2026.01.06 04:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4459.23;2026.01.06 07:45:00;4452.41;-682.0;15;LOSS;NEXT_SIGNAL;2026.01.06 08:00:00;4452.45;-678.0;16;LOSS;REV;YES;;;;8.97;34;4445.73;4443.79;193.8;14.0;BULL;BUY;OFF;0.84;18.27;25.60;14.33;4448.02;4468.20;4477.17;4486.14;4495.11;4504.08
2026.01.06 07:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4452.41;2026.01.06 09:00:00;4468.38;-1597.0;5;LOSS;NEXT_SIGNAL;2026.01.06 09:15:00;4468.70;-1629.0;6;LOSS;REV;YES;;;;6.81;34;4462.12;4462.17;-4.5;0.0;BULL NOISE;BUY;OFF;0.85;23.42;16.73;22.41;4460.93;4445.60;4438.78;4431.97;4425.16;4418.35
2026.01.06 09:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4468.38;2026.01.06 09:45:00;4459.43;-895.0;3;LOSS;NEXT_SIGNAL;2026.01.06 10:00:00;4459.37;-901.0;4;LOSS;REV;YES;;;;6.21;34;4463.75;4463.46;29.1;0.0;BULL;BUY;OFF;0.84;25.63;29.09;10.96;4460.61;4474.59;4480.80;4487.02;4493.23;4499.44
2026.01.06 09:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4459.43;2026.01.06 10:15:00;4471.01;-1158.0;2;LOSS;NEXT_SIGNAL;2026.01.06 10:30:00;4471.32;-1189.0;3;LOSS;REV;YES;;;;6.90;34;4463.01;4463.36;-35.3;0.0;BULL;BUY;OFF;0.82;23.16;18.93;19.49;4468.06;4452.53;4445.63;4438.73;4431.83;4424.93
2026.01.06 10:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4471.01;2026.01.06 11:15:00;4456.70;-1431.0;4;LOSS;NEXT_SIGNAL;2026.01.06 11:30:00;4456.65;-1436.0;5;LOSS;REV;YES;;;;7.59;34;4464.60;4463.87;72.4;14.0;BULL;BUY;OFF;0.75;21.26;25.85;14.64;4461.53;4478.60;4486.18;4493.77;4501.36;4508.95
2026.01.06 11:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4456.70;2026.01.06 13:45:00;4463.28;-658.0;10;LOSS;NEXT_SIGNAL;2026.01.06 14:00:00;4463.60;-690.0;11;LOSS;REV;YES;;;;7.56;34;4462.33;4463.16;-83.6;-14.0;BULL;BUY;OFF;0.87;20.40;14.59;20.64;4466.15;4449.14;4441.58;4434.03;4426.47;4418.91
2026.01.06 13:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4463.28;2026.01.06 21:15:00;4480.84;1756.0;30;WIN;NEXT_SIGNAL;2026.01.06 21:30:00;4480.81;1753.0;31;WIN;REV;YES;;;;6.82;34;4457.07;4456.56;50.7;0.0;BULL;BUY;OFF;0.97;26.84;26.95;9.39;4454.75;4470.10;4476.92;4483.74;4490.56;4497.38
2026.01.06 21:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4480.84;2026.01.06 22:30:00;4489.76;-892.0;5;LOSS;NEXT_SIGNAL;2026.01.06 22:45:00;4490.29;-945.0;6;LOSS;REV;YES;;;;6.85;34;4484.69;4485.19;-49.9;0.0;BULL;BUY;OFF;0.69;24.30;15.47;23.08;4489.40;4473.99;4467.15;4460.30;4453.45;4446.61
2026.01.06 22:30:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4489.76;2026.01.07 02:45:00;4491.79;203.0;13;WIN;NEXT_SIGNAL;2026.01.07 03:00:00;4491.69;193.0;14;WIN;REV;YES;;;;6.15;34;4485.43;4485.42;1.8;0.0;BULL;BUY;OFF;0.85;21.41;20.93;11.29;4482.07;4495.91;4502.06;4508.21;4514.36;4520.51
2026.01.07 02:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4491.79;2026.01.07 10:00:00;4465.74;2605.0;29;WIN;NEXT_SIGNAL;2026.01.07 10:15:00;4466.25;2554.0;30;WIN;REV;YES;;;;4.76;34;4492.39;4492.49;-9.8;0.0;BULL;BUY;OFF;0.97;32.17;12.92;25.95;4497.74;4487.03;4482.26;4477.50;4472.74;4467.98
2026.01.07 10:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4465.74;2026.01.07 13:15:00;4458.99;-675.0;13;LOSS;NEXT_SIGNAL;2026.01.07 13:30:00;4459.03;-671.0;14;LOSS;REV;YES;;;;8.27;34;4458.27;4457.83;43.3;0.0;BEAR;SELL;OFF;0.68;31.04;31.55;15.13;4455.40;4474.01;4482.28;4490.55;4498.82;4507.09
2026.01.07 13:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4458.99;2026.01.07 18:15:00;4457.79;120.0;20;WIN;NEXT_SIGNAL;2026.01.07 18:30:00;4458.12;87.0;21;WIN;REV;YES;;;;6.29;34;4462.19;4462.57;-38.4;0.0;BEAR;SELL;OFF;0.85;23.28;10.49;25.28;4466.85;4452.70;4446.42;4440.13;4433.84;4427.56
2026.01.07 18:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4457.79;2026.01.07 21:00:00;4449.47;-832.0;11;LOSS;NEXT_SIGNAL;2026.01.07 21:15:00;4449.46;-833.0;12;LOSS;REV;YES;;;;13.19;34;4446.83;4444.91;191.9;0.0;BEAR NOISE;SELL;OFF;0.92;27.98;25.90;17.76;4441.31;4470.98;4484.16;4497.35;4510.54;4523.72
2026.01.07 21:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4449.47;2026.01.07 22:00:00;4458.24;-877.0;4;LOSS;NEXT_SIGNAL;2026.01.07 22:15:00;4458.52;-905.0;5;LOSS;REV;YES;;;;7.90;34;4452.75;4453.13;-37.7;0.0;BEAR;SELL;OFF;0.76;18.47;14.68;21.90;4459.34;4441.57;4433.68;4425.78;4417.88;4409.99
2026.01.07 22:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4458.24;2026.01.07 23:00:00;4453.76;-448.0;4;LOSS;NEXT_SIGNAL;2026.01.07 23:15:00;4453.97;-427.0;5;LOSS;REV;YES;;;;6.55;34;4454.51;4454.43;7.3;0.0;BEAR;SELL;OFF;0.83;17.04;23.64;16.10;4450.05;4464.79;4471.34;4477.89;4484.44;4490.99
2026.01.07 23:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4453.76;2026.01.08 02:45:00;4450.18;358.0;11;WIN;NEXT_SIGNAL;2026.01.08 01:00:00;4457.20;-344.0;4;LOSS;REV;YES;;;;6.42;40;4454.55;4454.61;-5.9;0.0;BEAR;SELL;OFF;0.83;15.84;16.63;18.50;4461.79;4447.34;4440.91;4434.49;4428.07;4421.65
2026.01.08 02:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4450.18;2026.01.08 09:15:00;4436.39;1379.0;26;WIN;NEXT_SIGNAL;2026.01.08 09:30:00;4436.91;1327.0;27;WIN;REV;NO;POSITION_ACTIVE;;;5.35;34;4456.20;4456.93;-73.3;0.0;BEAR;SELL;OFF;0.89;29.17;19.81;24.45;4456.86;4444.83;4439.49;4434.14;4428.79;4423.45
2026.01.08 09:15:00;XAUUSD;PERIOD_M15;LIVE;BLOCKED;BUY;4436.39;2026.01.08 10:15:00;4426.77;-962.0;4;LOSS;NEXT_SIGNAL;;;;;;;NO;MARKET;SPREAD;;7.72;48;4432.35;4431.48;86.6;0.0;BEAR;SELL;OFF;0.90;39.97;15.19;18.00;4426.74;4444.11;4451.83;4459.55;4467.27;4474.99
2026.01.08 10:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4426.77;2026.01.08 11:15:00;4430.34;-357.0;4;LOSS;NEXT_SIGNAL;2026.01.08 11:30:00;4430.59;-382.0;5;LOSS;REV;YES;;;;8.23;34;4429.65;4429.83;-17.1;-14.0;BEAR;SELL;OFF;0.90;35.48;8.57;19.62;4437.06;4418.54;4410.30;4402.07;4393.84;4385.61
2026.01.08 11:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4430.34;2026.01.08 12:15:00;4424.57;-577.0;4;LOSS;NEXT_SIGNAL;2026.01.08 12:30:00;4424.52;-582.0;5;LOSS;REV;YES;;;;7.84;34;4429.38;4429.23;14.1;0.0;BEAR;SELL;OFF;0.91;33.07;14.35;27.93;4420.54;4438.18;4446.02;4453.86;4461.71;4469.55
2026.01.08 12:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4424.57;2026.01.08 12:45:00;4433.14;-857.0;2;LOSS;NEXT_SIGNAL;2026.01.08 13:00:00;4433.33;-876.0;3;LOSS;REV;YES;;;;6.48;34;4429.10;4429.58;-47.7;-14.0;BEAR;SELL;OFF;0.91;26.87;14.24;28.97;4432.67;4418.09;4411.62;4405.14;4398.66;4392.18
2026.01.08 12:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4433.14;2026.01.08 13:15:00;4426.37;-677.0;2;LOSS;NEXT_SIGNAL;2026.01.08 13:30:00;4426.38;-676.0;3;LOSS;REV;YES;;;;6.57;34;4430.59;4430.24;35.1;0.0;BEAR;SELL;OFF;0.77;24.70;15.07;21.76;4424.93;4439.71;4446.28;4452.85;4459.43;4466.00
2026.01.08 13:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4426.37;2026.01.08 15:30:00;4433.29;-692.0;9;LOSS;NEXT_SIGNAL;2026.01.08 15:45:00;4433.65;-728.0;10;LOSS;REV;YES;;;;6.51;34;4429.26;4429.68;-42.3;-14.0;BEAR;SELL;OFF;0.83;27.90;11.32;28.93;4434.50;4419.86;4413.36;4406.85;4400.34;4393.83
2026.01.08 15:30:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4433.29;2026.01.08 16:00:00;4423.33;-996.0;2;LOSS;NEXT_SIGNAL;2026.01.08 16:15:00;4423.38;-991.0;3;LOSS;REV;YES;;;;8.59;34;4427.91;4426.98;93.3;0.0;BEAR;SELL;OFF;0.75;37.19;13.88;24.73;4422.55;4441.88;4450.47;4459.06;4467.66;4476.25
2026.01.08 16:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4423.33;2026.01.08 16:15:00;4427.70;-437.0;1;LOSS;NEXT_SIGNAL;2026.01.08 16:30:00;4427.81;-448.0;2;LOSS;REV;YES;;;;8.76;34;4426.18;4426.18;-0.3;0.0;BEAR;SELL;OFF;0.76;37.98;10.43;26.50;4434.27;4414.57;4405.82;4397.06;4388.31;4379.55
2026.01.08 16:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4427.70;2026.01.08 20:45:00;4449.53;2183.0;18;WIN;NEXT_SIGNAL;2026.01.08 21:00:00;4449.46;2176.0;19;WIN;REV;YES;;;;9.24;34;4426.51;4426.23;28.6;0.0;BEAR;SELL;OFF;0.82;37.23;11.74;22.97;4416.15;4436.94;4446.18;4455.42;4464.66;4473.90
2026.01.08 20:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4449.53;2026.01.08 22:15:00;4469.93;-2040.0;6;LOSS;NEXT_SIGNAL;2026.01.08 22:30:00;4470.73;-2120.0;7;LOSS;REV;YES;;;;7.61;34;4454.01;4454.36;-34.6;0.0;BEAR;SELL;OFF;0.78;31.61;13.46;14.95;4459.04;4441.92;4434.32;4426.71;4419.10;4411.49
2026.01.08 22:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4469.93;2026.01.09 02:30:00;4467.65;-228.0;13;LOSS;NEXT_SIGNAL;2026.01.09 02:45:01;4467.72;-221.0;14;LOSS;REV;YES;;;;6.61;34;4456.78;4455.58;120.7;0.0;BULL NOISE;BUY;OFF;0.73;28.11;32.30;13.26;4461.67;4476.54;4483.15;4489.76;4496.37;4502.98
2026.01.09 02:30:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4467.65;2026.01.09 04:30:00;4473.21;-556.0;8;LOSS;NEXT_SIGNAL;2026.01.09 04:45:00;4473.53;-588.0;9;LOSS;REV;YES;;;;6.01;34;4471.05;4471.33;-27.7;0.0;BULL;BUY;OFF;0.87;30.54;14.16;23.58;4475.16;4461.64;4455.63;4449.62;4443.61;4437.60
2026.01.09 04:30:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4473.21;2026.01.09 05:00:00;4464.23;-898.0;2;LOSS;NEXT_SIGNAL;2026.01.09 05:15:01;4464.18;-903.0;3;LOSS;REV;YES;;;;6.50;34;4469.08;4468.85;22.4;0.0;BULL;BUY;OFF;0.89;28.23;22.55;16.15;4465.08;4479.71;4486.21;4492.71;4499.21;4505.71
2026.01.09 05:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4464.23;2026.01.09 07:45:00;4467.99;-376.0;11;LOSS;NEXT_SIGNAL;2026.01.09 08:00:00;4468.82;-459.0;12;LOSS;REV;YES;;;;7.22;34;4468.07;4468.13;-5.9;-14.0;BULL;BUY;OFF;0.82;23.18;16.94;21.78;4473.26;4457.01;4449.78;4442.56;4435.33;4428.11
2026.01.09 07:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4467.99;2026.01.09 12:15:00;4468.96;97.0;18;WIN;NEXT_SIGNAL;2026.01.09 12:30:00;4469.01;102.0;19;WIN;REV;YES;;;;5.23;34;4465.56;4465.35;21.4;0.0;BULL;BUY;OFF;0.87;19.46;19.67;16.16;4461.45;4473.22;4478.45;4483.68;4488.91;4494.14
2026.01.09 12:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4468.96;2026.01.09 13:45:00;4475.36;-640.0;6;LOSS;NEXT_SIGNAL;2026.01.09 14:00:00;4475.71;-675.0;7;LOSS;REV;YES;;;;5.08;34;4471.06;4471.38;-31.9;0.0;BULL;BUY;OFF;0.87;15.89;16.51;20.23;4475.32;4463.88;4458.79;4453.71;4448.62;4443.54
2026.01.09 13:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4475.36;2026.01.09 14:15:00;4467.68;-768.0;2;LOSS;NEXT_SIGNAL;2026.01.09 14:30:00;4467.73;-763.0;3;LOSS;REV;YES;;;;4.81;34;4471.97;4471.54;42.5;0.0;BULL;BUY;OFF;0.96;13.42;18.23;16.87;4469.34;4480.17;4484.98;4489.80;4494.61;4499.42
2026.01.09 14:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4467.68;2026.01.09 15:30:00;4486.88;-1920.0;5;LOSS;NEXT_SIGNAL;2026.01.09 15:45:00;4487.26;-1958.0;6;LOSS;REV;YES;;;;5.04;34;4471.37;4471.42;-5.5;0.0;BULL;BUY;OFF;0.89;13.12;19.56;21.32;4473.97;4462.64;4457.61;4452.57;4447.54;4442.50
2026.01.09 15:30:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4486.88;2026.01.09 19:45:00;4484.51;-237.0;17;LOSS;NEXT_SIGNAL;2026.01.09 20:00:00;4484.41;-247.0;18;LOSS;REV;YES;;;;8.21;34;4473.59;4471.88;171.2;0.0;BULL;BUY;OFF;0.85;13.48;22.04;17.73;4476.61;4495.09;4503.30;4511.52;4519.73;4527.94
2026.01.09 19:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4484.51;2026.01.09 22:00:00;4506.68;-2217.0;9;LOSS;NEXT_SIGNAL;2026.01.09 22:15:00;4507.06;-2255.0;10;LOSS;REV;YES;;;;11.06;34;4499.48;4500.59;-110.6;0.0;BULL NOISE;BUY;OFF;0.93;28.62;15.37;20.86;4498.33;4473.45;4462.40;4451.34;4440.28;4429.23
2026.01.09 22:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4506.68;2026.01.12 06:00:00;4568.63;6195.0;28;WIN;NEXT_SIGNAL;2026.01.12 06:15:00;4568.68;6200.0;29;WIN;REV;YES;;;;8.19;34;4499.81;4499.49;32.0;0.0;BULL;BUY;OFF;0.88;24.98;27.28;11.05;4496.44;4514.87;4523.07;4531.26;4539.46;4547.65
2026.01.12 06:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4568.63;2026.01.12 07:30:00;4581.70;-1307.0;6;LOSS;NEXT_SIGNAL;2026.01.12 07:45:00;4582.10;-1347.0;7;LOSS;REV;YES;;;;9.76;34;4572.69;4573.57;-87.9;0.0;BULL;BUY;OFF;0.88;31.76;14.52;24.53;4580.83;4558.87;4549.11;4539.35;4529.59;4519.83
2026.01.12 07:30:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4581.70;2026.01.12 13:15:00;4585.20;350.0;23;WIN;NEXT_SIGNAL;2026.01.12 13:30:00;4585.21;351.0;24;WIN;REV;YES;;;;7.18;34;4573.19;4572.94;24.3;14.0;BULL;BUY;OFF;0.95;25.21;25.78;15.15;4572.73;4588.88;4596.06;4603.24;4610.42;4617.60
2026.01.12 13:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4585.20;2026.01.12 15:00:00;4606.45;-2125.0;7;LOSS;NEXT_SIGNAL;2026.01.12 15:15:00;4606.80;-2160.0;8;LOSS;REV;YES;;;;6.81;34;4590.12;4590.30;-17.2;0.0;BULL;BUY;OFF;0.92;19.05;11.50;20.47;4593.72;4578.39;4571.57;4564.76;4557.95;4551.14
2026.01.12 15:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4606.45;2026.01.12 20:00:00;4608.57;212.0;20;WIN;NEXT_SIGNAL;2026.01.12 20:15:00;4607.56;111.0;21;WIN;REV;YES;;;;7.82;34;4591.61;4590.43;118.2;14.0;BULL;BUY;OFF;0.82;27.53;33.08;12.83;4596.67;4614.27;4622.10;4629.92;4637.74;4645.56
2026.01.12 20:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4608.57;2026.01.13 04:45:00;4594.21;1436.0;31;WIN;NEXT_SIGNAL;2026.01.13 05:00:00;4594.37;1420.0;32;WIN;REV;YES;;;;9.67;34;4614.15;4614.72;-56.6;0.0;BULL;BUY;OFF;0.94;22.16;15.25;17.33;4620.66;4598.90;4589.23;4579.56;4569.88;4560.21
2026.01.13 04:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4594.21;2026.01.13 08:00:00;4590.25;-396.0;13;LOSS;NEXT_SIGNAL;2026.01.13 08:15:00;4590.31;-390.0;14;LOSS;REV;YES;;;;9.14;34;4587.78;4587.38;40.7;0.0;BULL;BUY;OFF;0.75;25.71;21.78;11.26;4582.78;4603.35;4612.49;4621.63;4630.78;4639.92
2026.01.13 08:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4590.25;2026.01.13 10:45:00;4592.66;-241.0;11;LOSS;NEXT_SIGNAL;2026.01.13 11:00:00;4593.06;-281.0;12;LOSS;REV;YES;;;;5.67;34;4594.10;4594.31;-20.0;0.0;BULL;BUY;OFF;0.86;21.89;13.90;26.22;4597.34;4584.58;4578.90;4573.23;4567.56;4561.89
2026.01.13 10:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4592.66;2026.01.13 12:15:00;4584.54;-812.0;6;LOSS;NEXT_SIGNAL;2026.01.13 12:30:00;4584.32;-834.0;7;LOSS;REV;YES;;;;8.02;34;4588.64;4587.77;87.2;0.0;BEAR;SELL;OFF;0.87;24.50;20.82;13.52;4582.63;4600.68;4608.70;4616.73;4624.75;4632.77
2026.01.13 12:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4584.54;2026.01.13 14:45:00;4593.26;-872.0;10;LOSS;NEXT_SIGNAL;2026.01.13 15:00:00;4593.57;-903.0;11;LOSS;REV;YES;;;;6.63;34;4587.04;4587.16;-11.8;0.0;BEAR;SELL;OFF;0.85;25.76;8.82;23.15;4592.82;4577.91;4571.29;4564.66;4558.04;4551.41
2026.01.13 14:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4593.26;2026.01.13 18:15:00;4598.35;509.0;14;WIN;NEXT_SIGNAL;2026.01.13 18:30:00;4598.33;507.0;15;WIN;REV;YES;;;;5.91;34;4587.10;4587.02;8.9;0.0;BEAR NOISE;SELL;OFF;0.91;20.21;23.89;20.07;4585.87;4599.17;4605.08;4610.99;4616.91;4622.82
2026.01.13 18:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4598.35;2026.01.14 01:15:00;4597.27;108.0;24;WIN;NEXT_SIGNAL;2026.01.14 01:30:00;4597.54;81.0;25;WIN;REV;YES;;;;13.67;34;4611.39;4611.65;-26.4;-14.0;BULL NOISE;BUY;OFF;0.80;24.11;19.28;26.41;4615.43;4584.68;4571.02;4557.35;4543.69;4530.02
2026.01.14 01:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4597.27;2026.01.14 10:15:00;4624.97;2770.0;36;WIN;NEXT_SIGNAL;2026.01.14 10:30:00;4624.90;2763.0;37;WIN;REV;YES;;;;8.32;34;4591.53;4591.08;45.2;0.0;BULL;BUY;OFF;0.78;32.93;16.76;12.07;4586.87;4605.59;4613.91;4622.23;4630.54;4638.86
2026.01.14 10:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4624.97;2026.01.14 11:00:00;4638.21;-1324.0;3;LOSS;NEXT_SIGNAL;2026.01.14 11:15:00;4638.56;-1359.0;4;LOSS;REV;YES;;;;8.67;34;4630.56;4631.46;-90.5;0.0;BULL;BUY;OFF;0.91;28.85;11.08;21.37;4635.81;4616.30;4607.62;4598.95;4590.27;4581.60
2026.01.14 11:00:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4638.21;2026.01.14 11:45:00;4630.28;-793.0;3;LOSS;NEXT_SIGNAL;2026.01.14 12:00:00;4630.25;-796.0;4;LOSS;REV;YES;;;;8.49;34;4633.24;4632.64;60.2;14.0;BULL;BUY;OFF;0.88;25.58;24.56;13.91;4627.59;4646.70;4655.20;4663.69;4672.18;4680.68
2026.01.14 11:45:00;XAUUSD;PERIOD_M15;LIVE;VALID;SELL;4630.28;2026.01.14 12:15:00;4635.11;-483.0;2;LOSS;NEXT_SIGNAL;2026.01.14 12:30:00;4635.44;-516.0;3;LOSS;REV;YES;;;;6.78;34;4632.18;4632.50;-31.6;0.0;BULL;BUY;OFF;0.83;20.79;17.98;19.65;4638.75;4623.50;4616.73;4609.95;4603.17;4596.40
2026.01.14 12:15:00;XAUUSD;PERIOD_M15;LIVE;VALID;BUY;4635.11;2026.01.14 13:15:00;4630.18;-493.0;4;LOSS;NEXT_SIGNAL;2026.01.14 13:30:00;4630.20;-491.0;5;LOSS;REV;YES;;;;6.49;34;4632.73;4632.67;5.9;0.0;BULL;BUY;OFF;0.75;19.54;26.61;14.76;4627.00;4641.60;4648.09;4654.58;4661.08;4667.57
